Serial Number,MY62140058,
Model Number,U1242C,
Remark,-,
Date Time,3/20/2024 10:30:35 PM
Record,Time,Function,Reading,Range,Unit
731,3/20/2024 22:29:30.972,Temperature {Temp.K},29.4, °C,°C
732,3/20/2024 22:29:31.974,Temperature {Temp.K},29.2, °C,°C
733,3/20/2024 22:29:32.975,Temperature {Temp.K},29.2, °C,°C
734,3/20/2024 22:29:33.977,Temperature {Temp.K},29.3, °C,°C
735,3/20/2024 22:29:34.978,Temperature {Temp.K},29.3, °C,°C
736,3/20/2024 22:29:35.978,Temperature {Temp.K},29.4, °C,°C
737,3/20/2024 22:29:36.980,Temperature {Temp.K},29.4, °C,°C
738,3/20/2024 22:29:37.981,Temperature {Temp.K},29.3, °C,°C
739,3/20/2024 22:29:38.982,Temperature {Temp.K},29.3, °C,°C
740,3/20/2024 22:29:39.983,Temperature {Temp.K},29.2, °C,°C
741,3/20/2024 22:29:40.984,Temperature {Temp.K},29.1, °C,°C
